file_id,lap_number,start_time,duration_seconds,distance_meters,calories,max_speed_ms,avg_cadence,intensity,trigger_method
xsfm3OU3ahcq,1,2023-10-21T13:51:05Z,900.004,2394.5390824344927,135,3.3894768544213454,156.88039319352671,"
      Active
    ","
      Manual
    "
xttUlqf-D8pD,1,2024-07-31T10:48:22Z,2005.824,5245.683106068643,285,3.577521161398925,147.9731112169694,"
      Active
    ","
      Manual
    "
XVrFXA69w6Pg,1,2025-02-19T17:14:50Z,810.497,1814.538523412075,167,2.725972688169151,140.85011986027592,"
      Active
    ","
      Manual
    "
y88iLEyWf_vY,1,2024-11-03T15:21:16Z,809.994,2040.2468667602545,169,3.610280203970146,143.986312874404,"
      Active
    ","
      Manual
    "
yh1ymE0ljxJU,1,2023-10-18T11:57:28Z,1110.014,3497.3016994113586,211,4.1466553751911475,158.21231381701068,"
      Active
    ","
      Manual
    "
YLVX0MHQ0Hfq,1,2025-04-02T17:48:17Z,2127.257,5421.6749886696925,304,3.9482827299898666,151.14415946328566,"
      Active
    ","
      Manual
    "
YOMFKmQPQlXP,1,2023-11-02T10:36:18Z,1379.998,4412.283741485098,270,5.219409242401202,154.47169423787133,"
      Active
    ","
      Manual
    "
YOWUDG_mhezO,1,2024-10-02T10:31:30Z,1560.974,3982.32277246029,225,4.847465690968961,145.68592767019572,"
      Active
    ","
      Manual
    "
Z0P9QoFGcOlr,1,2023-09-10T13:22:05Z,1205.015,2841.4157623436795,155,2.881930065745892,157.5597735103379,"
      Active
    ","
      Manual
    "
Z1pDHM_B_4gR,1,2024-07-18T12:35:22Z,1399.416,3669.1550987072424,207,3.8715179723297193,146.74561319052074,"
      Active
    ","
      Manual
    "
Z2UNBjKY6Irv,1,2023-06-26T22:47:56Z,720.014,1794.2261122427897,100,2.6741679931275857,151.9457734596772,"
      Active
    ","
      Manual
    "
ZGVqmuRc2uPO,1,2024-05-03T12:44:35Z,21.368,23.57323167147115,1,1.1884102678058575,111.31280839443207,"
      Active
    ","
      Manual
    "
zYgc4lG8Tzni,1,2023-11-10T11:54:41Z,1919.666,5315.640291403047,312,5.5948707538546145,154.78180588041764,"
      Active
    ","
      Manual
    "
zYRCmfm9Rv_p,1,2023-12-19T11:47:25Z,1800.996,4965.033659930109,282,3.744638977435168,154.67436453356683,"
      Active
    ","
      Manual
    "
zzO4ESXIQr90,1,2025-01-22T11:07:03Z,810.991,1902.956096485026,111,3.0547499313306075,140.48075388749442,"
      Active
    ","
      Manual
    "
