file_id,activity_id,sport,start_time,total_duration_seconds,total_distance_meters,total_calories,max_speed_ms,notes,file_path
gMtIbetRJpyz,"
      2025-07-01T13:40:54.140Z
",Running,NA,1285.674,2808.7997846353123,149,2.820825866119115,NA,/cloud/project/running_data//gMtIbetRJpyz.xml
GW2IgbrVSSE7,"
      2023-07-17T23:28:55.952Z
",Running,NA,750.006,1936.991776201408,113,4.004710301059207,NA,/cloud/project/running_data//GW2IgbrVSSE7.xml
gXcXAuKEbeom,"
      2025-01-01T22:26:27.321Z
",Running,NA,1500.832,3228.138773853421,182,2.556433981731396,NA,/cloud/project/running_data//gXcXAuKEbeom.xml
h9C-31Ng0Hlf,"
      2023-04-27T13:02:45.469Z
",Running,NA,1205.632,2271.02186391514,114,3.3233885317919443,NA,/cloud/project/running_data//h9C-31Ng0Hlf.xml
h9GPmMHsfBUr,"
      2023-05-03T12:46:02.880Z
",Running,NA,810.908,2030.8408893641313,120,4.06397381414771,NA,/cloud/project/running_data//h9GPmMHsfBUr.xml
hDqgcPr_VrUQ,"
      2023-11-29T12:23:46.422Z
",Running,NA,974.991,3215.0055143320906,195,4.618019715386379,NA,/cloud/project/running_data//hDqgcPr_VrUQ.xml
hIk7rZgqwCtc,"
      2024-10-16T21:44:48.223Z
",Running,NA,1500.286,3821.5508212453014,214,3.924449199163488,NA,/cloud/project/running_data//hIk7rZgqwCtc.xml
hUKq13LeMg8d,"
      2023-09-14T11:24:41.257Z
",Running,NA,420.006,1072.5189403952106,60,2.790035403585746,NA,/cloud/project/running_data//hUKq13LeMg8d.xml
hvV-NjbqCwkk,"
      2023-12-10T14:47:14.561Z
",undefined,NA,849.671,0,0,0,NA,/cloud/project/running_data//hvV-NjbqCwkk.xml
I8sruDMob3KU,"
      2025-07-15T21:33:29.766Z
",Running,NA,900.611,2185.375239936404,124,2.6169550476622963,NA,/cloud/project/running_data//I8sruDMob3KU.xml
iemF3uuVEjDt,"
      2025-02-15T13:55:19.309Z
",Running,NA,1800.835,3761.070931747787,212,2.4462111477159745,NA,/cloud/project/running_data//iemF3uuVEjDt.xml
IuoYBt1QSZcF,"
      2025-06-26T11:53:23.567Z
",Running,NA,1340.848,3060.2926115491414,165,2.842871933132686,NA,/cloud/project/running_data//IuoYBt1QSZcF.xml
iVzgyodPida3,"
      2024-05-03T12:45:58.581Z
",Running,NA,2100.591,5439.3217568700165,306,3.375689278165519,NA,/cloud/project/running_data//iVzgyodPida3.xml
iW3scmrbM1tY,"
      2025-06-07T16:33:28.794Z
",Running,NA,1800.966,3533.4388379280044,181,2.124436200953361,NA,/cloud/project/running_data//iW3scmrbM1tY.xml
iyHTksud6vkY,"
      2024-07-21T11:47:58.732Z
",Running,NA,1574.625,4004.958263109338,225,3.288541486600845,NA,/cloud/project/running_data//iyHTksud6vkY.xml
J1gmOPkr7YX9,"
      2025-01-22T11:05:33.972Z
",Running,NA,360585.403,24027.636350736026,2265,1.4079816338964168,NA,/cloud/project/running_data//J1gmOPkr7YX9.xml
JxS9hCAnEn-U,"
      2023-10-07T11:56:44.167Z
",Running,NA,1560.019,4037.842688114847,228,4.319172088960522,NA,/cloud/project/running_data//JxS9hCAnEn-U.xml
k93RgcRCdJ_J,"
      2024-09-03T11:40:04.640Z
",Running,NA,2106.473,5373.859883913645,302,3.345539301636978,NA,/cloud/project/running_data//k93RgcRCdJ_J.xml
KBrdOPjxZFFY,"
      2024-07-24T10:20:16.865Z
",Running,NA,1001.569,2613.261293651799,148,4.811630537620826,NA,/cloud/project/running_data//KBrdOPjxZFFY.xml
KG1SJDqssa7K,"
      2025-05-20T12:13:20.292Z
",Running,NA,2087.876,5151.883756987283,287,3.6048024449617615,NA,/cloud/project/running_data//KG1SJDqssa7K.xml
kkiMzwK3sp2z,"
      2024-01-23T11:55:54.536Z
",Running,NA,1205.022,3403.7740725562853,195,3.114619027397721,NA,/cloud/project/running_data//kkiMzwK3sp2z.xml
KPPwIUEBIab1,"
      2025-04-04T14:10:23.006Z
",Running,NA,2055.428,4867.952187592399,274,2.7867982045640116,NA,/cloud/project/running_data//KPPwIUEBIab1.xml
kq1TMISsPIPh,"
      2025-01-27T10:57:48.553Z
",Running,NA,1500.027,3385.55899891117,186,2.461609793457766,NA,/cloud/project/running_data//kq1TMISsPIPh.xml
L7AGC6px4AIr,"
      2023-06-02T22:08:58.481Z
",Running,NA,600.623,1447.0862405374646,81,2.9114569941147947,NA,/cloud/project/running_data//L7AGC6px4AIr.xml
LIHYsUZT_A0j,"
      2023-12-14T01:48:34.656Z
",undefined,NA,709.41,0,0,0,NA,/cloud/project/running_data//LIHYsUZT_A0j.xml
LKLG4aFi9QnV,"
      2025-01-26T15:17:08.779Z
",Running,NA,555.337,1252.033801497891,71,2.530593812163215,NA,/cloud/project/running_data//LKLG4aFi9QnV.xml
LLCCANLZgfpF,"
      2024-07-12T12:11:05.224Z
",Running,NA,1125.626,3008.7443045405394,170,3.4527073534510855,NA,/cloud/project/running_data//LLCCANLZgfpF.xml
lN6HhohXJOW1,"
      2024-07-23T09:37:21.846Z
",Running,NA,840.626,2056.6946028854286,115,2.6098661742711124,NA,/cloud/project/running_data//lN6HhohXJOW1.xml
LQSXU11qFV9F,"
      2024-09-28T13:56:38.337Z
",Running,NA,1500.053,3689.994234635222,210,2.6785314031503735,NA,/cloud/project/running_data//LQSXU11qFV9F.xml
MhNWDl6Aqu9y,"
      2025-07-03T23:38:14.967Z
",Running,NA,289.901,783.5355618397007,44,3.6723897607831546,NA,/cloud/project/running_data//MhNWDl6Aqu9y.xml
Mlyz1KU6kgQ4,"
      2023-09-18T10:32:00.620Z
",Running,NA,600.005,1609.903616132447,91,4.0994351336001955,NA,/cloud/project/running_data//Mlyz1KU6kgQ4.xml
